126,шы спорт,ruiter,‫رياضة الفروسية‬,конна ,конни състезания,অশ্বারোহণ - সম্বন্ধীয় ,konjički sport,l`hípica ,jezdectví,ridesporten,der Reitsport,ο έφιππος ,equestrian,equestrian,la hípica,ratsutamine,‫اسب سواری‬,ratsastus,l`équitation,רכיבה על סוסים ,घुड़सवार ,konjički šport,lovassport,berkuda,l`equitazione,馬術 ,ცხენოსანი ,승마 ,jojimas,jāšanas sporta ,јавач ,घोडेस्वार ,de ruitersport,ridder,ਘੋੜਸਵਾਰੀ ,konny,o hipismo,o equitador,echitație,конный спорт,jazdecký šport ,jahalni šport ,Kalërimi ,коњички спорт,ryttare,குதிரைச்சவாரி,అశ్వికుడు ,ขี่ม้า,binicilik,кінний спорт,‫شہ سواری / گھڑ سواری‬ ,môn cưỡi ngựa ,马术
127,IофшIэн,oefening,‫التمرين ‬,ажыццяўленне ,тренировка,ব্যায়াম ,vježba,l`exercici,cvičení,træningen ,die Übung,η άσκηση ,exercise,exercise,el ejercicio,harjutus,‫تمرین‬,harjoitus,l`exercice,פעילות גופנית ,व्यायाम ,vježba,gyakorlat,latihan,l`esercizio,エクササイズ ,ვარჯიში ,운동 ,makštinimasis ,Mācībās ,вежбање ,व्यायाम ,de uitoefening,øvelse,ਕਸਰਤ ,ćwiczenie,o exercício,o exercício ,exercițiu,упражнение,cvičenie ,vaja,Ushtrimi,вежба,träning,உடற்பயிற்சி,వ్యాయామము ,การออกกำลังกาย,egzersiz,вправа,‫ورزش‬ ,bài tập luyện (thể dục) ,锻炼
128,гимнастикэ пIырагу,oefeningsbal,‫كرة التمارين‬,ажыццяўленне мяч ,гимнастическа топка,ব্যায়াম বল ,gimnastička lopta,la pilota d`exercici,gymnastický míč,trænings bolden ,der Gymnastikball,η μπάλα εκγύμνασης ,exercise ball,exercise ball,la pelota de ejercicio,võimlemispall ,‫توپ ‬,harjoituspallo,le ballon e gymnastique,כדור התעמלות ,व्यायाम गेंद ,lopta za vježbanje,gimnasztiklabda,bola latihan,palla da ginnastica,エクササイズボール ,ფიტ–ბოლი ,운동 공 ,mankštinimosi kamuolys ,vingrinājums bumba ,топка за вежбање ,व्यायाम चेंडू ,de uitoefening bal,treningsball,ਕਸਰਤ ਗੇਂਦ ,piłka do ćwiczeń,a bola de exercício,a bola para exercício ,minge de exercițiu,гимнастический мяч,gymnastická lopta ,gimnastična žoga ,Top ushtrimi,гимнастичка лопта,träningsboll,உடற்பயிற்சி பந்து,వ్యాయామపు బంతి ,ลูกบอลออกกำลังกาย,egzersiz topu,гімнастичний м`яч,‫ورزش کرنے کا گیند‬ ,bóng tập thể dục ,健身球
129,тренажер,oefenmasjien,‫آلة التمارين‬,трэнажор ,гимнастически уред,ব্যায়াম মেশিন ,stroj za vježbanje,la màquina d`exercici ,stroj na cvičení,trænings maskinen ,das Trainingsgerät,το μηχάνημα εκγύμνασης ,exercise machine,exercise machine,la máquina de ejercicio,trenažöör ,‫وسیله ورزشی‬,harjoituslaite,l`appareil d`exercice,מכונת אימונים ,व्यायाम मशीन ,sprava za vježbanje,edzőgép,mesin latihan,attrezzi da palestra,運動器具 ,ტრენაჟორი ,운동 기계 ,treniruoklis,Mācībās mašīna ,машина за вежбање ,व्यायाम मशीन ,de hometrainer,treningsutstyr,ਕਸਰਤ ਮਸ਼ੀਨ ,urządzenie treningowe,a bicicleta estática,o aparelho de ginástica ,aparat de exerciții,тренажер,trenažér ,naprava za vadbo,Makinë ushtrimi ,справа за вежбање,träningsmaskin,உடற்பயிற்சி இயந்திரம்,వ్యాయామ యంత్రము ,เครื่องออกกำลังกาย,egzersiz makinesi,тренажер,‫ورزش کرنے کی مشین‬ ,máy tập thể dục ,运动机
130,фехтование,skerm,‫المبارزة‬,фехтаванне ,фехтовка,অসি ক্রীড়া ,mačevanje,l`esgrima,šerm,fægtning ,der Fechtsport,η ξιφασκία ,fencing,fencing,la esgrima,vehklemine,‫شمشیر بازی‬,aitaaminen,l`escrime,סיף ,फेंसिंग ,mačevanje,vívás,anggar,la scherma,フェンシング ,ფარიკაობა ,펜싱 ,fektavimasis,žogu ,мечување ,कुंपण ,het hekwerk,fekting,ਫੈਂਸਿੰਗ ,ogrodzenie,a esgrima,a esgrima,scrimă,фехтование,šermiarsky šport ,sabljanje,Skerma,мачевање,fäktning,வாள்வீச்சு,రక్షణ కంచె ,ฟันดาบ,eskrim,фехтування,‫تیغ بازی‬ ,môn đấu kiếm ,击剑
131,пцэжъые там,vin,‫الزعنفة‬,плаўнік ,плавници,ডানা ,peraje,l`aleta,ploutve,finnen,die Flosse,το βατραχοπέδιλο ,fin,fin,la aleta,lest,‫‫فین غواصی‬,uimaräpylä ,la palme,סנפיר ,पंख ,peraje,békaláb,sepatu selam,la pinna,足ひれ ,ფარფლები ,물갈퀴 ,plaukmenys,fin,перка ,कल्ला ,de vin,svømmeføtter,ਪੰਖ ,płetwa,a barbatana,o pé de pato ,aripioară,ласты,plutva,plavut,Këmbalka ,пераје,simfot,துடுப்பு,పొలుసు ,ครีบ,palet,ласти,‫غوطہ خوری کے جوتے‬ ,bàn chân người nhái ,脚蹼
132,пцэжъыяш,visvang,‫رياضة صيد السمك‬,рыбалка ,риболов,মত্স্য - শিকার ,sportski ribolov,la pesca,rybolov,fiskeri,der Angelsport,η αλιεία ,fishing,fishing,la pesca,kalapüük ,‫ماهیگیری‬,kalastus,la pêche à la ligne,דיג ,मछली पकड़ना ,sportski ribolov,horgászsport,memancing,la pesca,釣り ,თევზაობა ,낚시 ,žvejyba ,zvejas,риболов ,मच्छिमारी ,de visserij,fisking,ਮਛਲੀ ਫੜਨਾ ,wędkarstwo,a pesca,a pesca,pescuit,рыбалка,športový rybolov ,ribolov,Peshkimi,спортски риболов,fiske,மீன்பிடி,చేపలు పట్టడము ,การประมง,balıkçılık ,риболовля,‫ماہی گیری‬ ,đánh bắt cá ,钓鱼
133,фитнэс,fiksheid,‫اللياقة البدنية‬,фітнес ,фитнес,সক্ষমতা ,fitnes,la forma física / el fitness ,fitness,fitness,die Fitness,το γυμναστήριο ,fitness,fitness,la forma física / el fitness,fitness,‫تناسب اندام‬,fitness,la remise en forme,כושר ,फिटनेस ,fitnes,fitnesz,kebugaran,il fitness,フィットネス ,ფიტნესი ,체력 ,fitnesas,fitnesa,фитнес , तंदुरुस्ती ,de fitness,fitness,ਤੰਦਰੁਸਤੀ ,fitness,a forma física,o fitness,fitness,фитнес,fitness,fitnes,Fitnesi,фитнес,fitness,திடகாத்திரம்,యుక్తత ,สถานที่ออกกำลังกาย,fitness,фітнес,‫فٹ نس‬ ,môn thể dục thể hình ,健身
134,лъэпэиф (футбол) клуб,voetbalklub,‫نادي كرة القدم‬,футбольны клуб ,футболен клуб,ফুটবল ক্লাব ,nogometni klub,el club de futbol,fotbalový klub,fodboldklubben,der Fußballclub,ο ποδοσφαιρικός σύλλογος ,football club,football club,el club de fútbol,jalgpalliklubi,‫باشگاه فوتبال‬,jalkapalloseura,le club de football,מועדון כדורגל ,फुटबॉल क्लब ,nogometni klub,labdarúgó egyesület,klub sepak bola,la squadra di calcio,サッカークラブ ,საფეხბურთო კლუბი ,축구 클럽 ,futbolo klubas,futbola klubs,фудбалски клуб ,फुटबॉल क्लब ,de voetbalclub,fotballklubb,ਫੁੱਟਬਾਲ ਕਲੱਬ ,klub piłkarski,o clube de futebol,o clube de futebol,club de fotbal,футбольный клуб,futbalový klub ,nogometni klub,Klub futbolli,фудбалски клуб,fotbollsklubb,கால்பந்து கிளப்,ఫుట్ బాల్ క్లబ్ ,สโมสรฟุตบอล,futbol kulübü ,футбольний клуб,‫فٹ بال کلب‬ ,câu lạc bộ bóng đá ,足球俱乐部
135,быбырэ лагъ,frisbee,‫صحن طائر‬,лятаючая талерка ,фризби,ফ্রিসবি ,frizbi,el disc volador,frisbee,frisbee`en,der Frisbee,το φρίσμπι ,frisbee,frisbee,el disco volador,lendtaldrik,‫فریزبی‬,frisbee,le frisbee,פריסבי ,तश्तरी उछालने का खेल ,frizbi,frizbi,frisbee,il frisbee,フリスビー ,ბადროს ტყორცნა ,프리스비 ,metimo lėkštė ,the frisbija,фризби ,थाळीफेक ,de frisbee,frisbee,ਫ੍ਰਿਜ਼ਬੀ ,frisbee,o frisbee,o frisbee,frisbee,летающий диск,tanier na hádzanie ,frizbi,Frisbee,фризби,frisbee,ஃப்ரிஸ்பீ,ఫ్రిస్బీ ,จานร่อน,frizbi,літаючий диск,‫فرسبی‬ ,cái đĩa ,飞盘
136,планер/ моторынчъэ къухьэлъат,sweeftuig,‫طائرة شراعية‬,планёр ,планер,এনজিনবিহীন বিমান ,jedrilica,el planador,kluzák,flyet,das Segelflugzeug,το ανεμοπλάνο ,glider,glider,el planeador,purilennuk,‫هواپیمای بی موتور‬,purjelentokone,le planeur,דאון ,ग्लाइडर ,zračna jedrilica,vitorlázó repülőgép,glider,l`aliante,グライダー ,პლანერი ,글라이더 ,sklandytuvas,planieris,едрилица ,ग्लायडर ,het zweefvliegtuig,glider,ਗਲਾਈਡਰ ,szybowiec,o planador,o planador,parapantă,планер,vetroň ,jadralno letalo,Avion pa motor,ваздушна једрилица,segelflygplan,மிதவை வானூர்தி,జారుడు జీవి ,เครื่องร่อน,planör ,планер,‫گلائیڈر‬ ,tàu lượn ,滑翔机
137,къэлапчъ,doel,‫المرمى‬,мэта ,гол,গোল ,gol,el gol,branka,målet ,das Tor,το γκολ ,goal,goal,el gol,värav ,‫دروازه‬,maali,le but,שער ,लक्ष्य ,gol,kapu,gawang,la porta,ゴール ,გოლი ,골문 ,vartai,mērķis ,гол ,ध्येय ,het doel,mål,ਨਿਸ਼ਾਨਾ ,cel,a baliza,o gol,scop,ворота,futbalová brána ,gol,Goli,го,mål,இலக்கு,గోల్ ,ประตู,kale,ворота,‫گول‬ ,khung thành (bàn thắng) ,球门
138,къэлэпчъэIут,doelwagter,‫حارس المرمى‬,варатар ,вратар,গোলরক্ষক ,vratar,el porter,brankář,målmand ,der Torwart,ο τερματοφύλακας ,goalkeeper,goalkeeper,el portero,väravavaht ,‫دروازه بان‬,maalivahti,le gardien de but,שוער ,गोलकीपर ,vratar,kapus,kiper,il portiere,ゴールキーパー ,მეკარე ,골키퍼 ,vartininkas,vārtsargs ,голман ,गोलरक्षक ,de keeper,målvakt,ਗੋਲਕੀਪਰ ,bramkarz,o guarda-redes,o goleiro,portar,вратарь,brankár ,vratar,Portieri,голман,målvakt,கோல்கீப்பர்,గోల్ కీపర్ ,ผู้รักษาประตู,kaleci,воротар,‫گول کیپر‬ ,thủ môn ,守门员
139,гъурбэщ,gholfklub,‫عصا الغولف‬,гольф-клуб ,стик за голф,গলফ ক্লাব ,palica za golf,el club de golf,golfová hůl,golfklubben,der Golfschläger,ο όμιλος γκόλφ ,golf club,golf club,el club de golf,golfikepp,‫چوب گلف‬,golf club,le club de golf,מועדון גולף ,गोल्फ क्लब ,golf-palica,golfütő,tongkat golf,la mazza da golf,ゴルフクラブ ,გოლფის კლუბი ,골프 클럽 ,golfo klubas,golfa klubs,голф клуб ,गोल्फ क्लब ,de golfclub,golfklubb,ਗੌਲਫ ਕਲੱਬ ,kij do golfa,o taco de golfe,o clube de golfe,club de golf,клюшка для гольфа,golfová palica ,palica za golf,Klub golfi,палица за голф,golfklubb,குழிப்பந்தாட்ட மன்றம்,గోల్ఫ్ క్లబ్ ,กอล์ฟคลับ,golf kulübü ,ключка для гольфу,‫گولف کھیلنے کا سامان‬ ,câu lạc bộ chơi golf ,高尔夫球棒杆
140,физкультур,gimnastiek,‫الجمباز‬,гімнастыка ,гимнастика,জিমন্যাস্টিকস ,gimnastika,la gimnàstica ,gymnastika,gymnastikken,das Turnen,η γυμναστική ,gymnastics,gymnastics,la gimnasia,võimlemine ,‫ژیمناستیک‬,voimistelu,la gymnastique,התעמלות ,जिमनास्टिक्स ,gimnastika,torna,senam,la ginnastica,体操競技 ,ტანვარჯიში ,체조 ,gimnastika,kā vingrošana ,гимнастика ,जिम्नॅस्टिक ,de gymnastiek,turn,ਜਿਮਨਾਸਟਿਕਸ ,gimnastyka,a ginástica,a ginástica ,gimnastică,физкультура,gymnastika,gimnastika,Gjimnastika,гимнастика,gymnastik,சீருடற்பயிற்சி,శారీరక/ ఆరోగ్య వ్యాయామములు ,ยิมนาสติก,jimnastik,фізкультура,‫جمناسٹک‬ ,môn thể dục dụng cụ ,体操
141,IэкIэ уцун,handstand,‫الوقوف على اليدين‬,стойку ,стойка на ръце,যোগব্যায়াম ,stav na rukama,el pi,stojka,håndstand ,der Handstand,η κατακόρυφος ,handstand,handstand,el pino,kätelseis ,‫بالانس روی دست‬,käsilläseisonta ,l`équilibre sur les mains,עמידת ידיים ,हाथों के बल ,stoj na rukama,kézenállás,berdiri dengan tangan,la verticale,逆立ち ,ყირაზე დგომა ,물구나무서기 ,stovėjimas ant rankų ,handstand,став на раце ,हाताचे बळ ,de handstand,stå på hendene,ਹੱਥਾਂ ਦੇ ਭਾਰ ,stanie na rękach,o pino,o pino,stat în mâini,стойка на руках,stojka,stoja na rokah,Qëndrimi në duar ,стој на рукама,handstående,கையால் நிற்பது,చేతి ధృఢత్వము ,หกสูง,amuda kalkma,стійка на руках,‫ہاتھ پر کھڑا ہونا‬ ,tư thế trồng chuối ,手倒立
142,дельтапланерист,vlerksweeftuig,‫طائرة شراعية‬,дэльтаплан ,делтаплан,মনুষ্যচালিত এনজিনহীন বিমান ,letenje zmajem,l`ala delta,rogalo,hænge-svævefly ,der Drachenflieger,το αιωρόπτερο ,hang-glider,hang-glider,el ala delta,deltaplaan,‫بادبادک ‬,riippuliidin,le deltaplane,דאון יד ,हेंग ग्लाइडर ,letač zmajem,sárkányrepülő,layang gantung,il deltaplano,ハンググライダー ,დელტაპლანი ,행글라이더 ,skraidyklė ,gada Hang-planieris,параглајдер ,हेंग ग्लायडर ,de deltavlieger,hang-glider,ਹੈਂਗ ਗਲਾਈਡਰ ,lotnia,a asa-delta,o asa-delta,deltaplanul,дельтапланерист,rogalista,zmajar,Avion pa motor me mbajtëse ,летач змајем,hängflygning,தொங்கு-மிதவை வானூர்தி,వేలాడే జారుడుజీవి ,เครื่องร่อน,hang-planör ,дельтапланерист,‫ہوا میں اڑنے والی پتنگ‬ ,chiếc diều lượn ,滑翔机
143,лъэгэ лъэн,hoogspring,‫الوثب العالي‬,скачкі ў вышыню ,висок скок,উচ্চ লম্ফন ,skok u vis,el salt d`alçada ,skok vysoký,højdespring ,der Hochsprung,το άλμα εις ύψος ,high jump,high jump,el salto de altura,kõrgushüpe ,‫پرش ارتفاع‬,korkeushyppy,le saut en hauteur,קפיצה לגובה ,ऊंची कूद ,skok u vis,magasugrás,lompat tinggi,il salto in alto,高跳び ,სიმაღლეში ხტომა ,높은 점프 ,šuolis į aukštį ,augstais lēciens ,скок во височина ,उंच उडी ,het hoogspringen,høydehopp,ਉੱਚੀ ਛਾਲ ,skok wzwyż,o salto em altura,o salto em altura,sărituri,прыжки в высоту,skok do výšky ,skok v višino ,Kërcim së larti ,скок у вис,höjdhopp,உயரம் தாண்டுதல்,ఎత్తుకు ఎగురుట ,กระโดดสูง,yüksek atlama ,стрибки у висоту,‫اونچا اچھلنا‬ ,môn nhảy cao ,跳高
144,шыгъачъэ,perderesies,‫ سباق الخيل‬,скачках ,конно надбягване,ঘোড়দৌড ,konjsko trkanje,la carrera de cavalls,koňské dostihy,hestevæddeløb ,das Pferderennen,η ιπποδρομία ,horse race,horse race,la carrera de caballos,hobuste võiduajamine ,‫مسابقه اسب سواری‬,hevoskilpailu,la course de chevaux,מירוץ סוסים ,घुड़ दौड़ ,konjske utrke,lóverseny,pacuan kuda,la corsa di cavalli,競馬 ,დოღი ,경마 ,žirgų lenktynės ,zirgu sacīkstes ,коњска трка ,घोड्यांची शर्यत ,de paardenrace,hesteløp,ਘੁੜ-ਦੌੜ ,wyścigi konne,a corrida de cavalos,a corrida de cavalos,cal de curse,скачки,konské dostihy ,konjska dirka,Garë kuajsh ,коњички спорт,hästkapplöpning,குதிரைப்பந்தயம்,గుర్రపు స్వారీ ,การแข่งม้า,at yarışı ,скачки,‫گھوڑوں کی ریس‬ ,cuộc đua ngựa ,赛马
145,монгольфьер,warmlugballon,‫بالون الهواء الساخن‬,паветраны шар ,аеростат,ঊষ্ণ বায়ুতাড়িত বেলুন ,balon na vruć vazduh,el globus d`aire calent,horkovzdušný balón,luftballon,der Heißluftballon,το αερόστατο θερμού αέρα ,hot air balloon,hot air balloon,el globo de aire caliente,kuumaõhupall ,‫بالون‬,kuumailmapallo,la montgolfière,כדור פורח ,गर्म हवा के गुब्बारे ,balon na vrući zrak,hőlégballon,balon udara panas,la mongolfiera,熱気球 ,აეროსტატი ,열기구 ,oro balionas,karstā gaisa balons ,балон со загреан воздух ,गरम हवेचा फुगा ,de hete luchtballon,luftballong,ਗਰਮ ਹਵਾ ਗੁਬਾਰਾ ,balon na gorące powietrze,o balão de ar quente,o balão de ar quente ,balon cu aer cald,монгольфьер,teplovzdušný balón ,balon s segretim zrakom,Balonë me ajër të nxehtë ,балон на врућ ваздух,luftballong,வெப்பக் காற்று பலூன்,వేడి గాలి గుమ్మటం ,บอลลูนร้อน,sıcak hava balonu ,монгольф`єр,‫غبارہ‬ ,khí cầu khí nóng ,热气球
146,шакIо,jag,‫القنص‬,паляванне ,лов,শিকার - সন্ধান ,lov,la caça ,lov,jagten,die Jagd,το κυνήγι ,hunt,hunt,la caza,jaht,‫شکار‬,metsästys ,la chasse,צייד ,शिकार ,lov,vadászat,berburu,la caccia,狩り ,ნადირობა ,사냥 ,medžioklė ,medības ,лов ,शिकार करणे ,de jacht,jakt,ਸ਼ਿਕਾਰ ,polowanie,a caça,a caça ,vânătoare,охота,poľovačka ,lov,Gjuetia,лов,jakt,வேட்டை,వేటాడు ,การล่าสัตว์,av,полювання,‫شکار‬ ,cuộc săn bắt ,狩猎
147,ларкъ,yshokkie,‫هوكي الجليد‬,хакей з шайбай ,хокей на лед,আইস হকি ,hokej na ledu,l`hoquei sobre gel,lední hokej,ishockey,das Eishockey,το χόκεϊ επί πάγου ,ice hockey,ice hockey,el hockey sobre hielo,jäähoki ,‫هاکی روی یخ‬,jääkiekko ,le hockey sur glace,הוקי קרח ,आइस हॉकी ,hokej na ledu,jégkorong,hoki es,l` hockey su ghiaccio,アイスホッケー ,ყინულის ჰოკეი ,아이스 하키 ,ledo ritulys,ledus hokejs,хокеј на мраз ,बर्फ हॉकी ,het ijshockey,ishockey,ਬਰਫ ਹਾਕੀ ,hokej na lodzie,o hóquei no gelo,o hóquei no gelo ,hochei pe gheaţă,хоккей с шайбой,ľadový hokej ,hokej na ledu,Hokej mbi akull,хокеј на леду,ishockey,பனிக்கட்டி ஹாக்கி,మంచు హాకీ ,ฮ็อกกี้น้ำแข็ง,buz hokeyi,хокей із шайбою,‫برف میں کھیلنے والی ہاکی‬ ,trò chơi khúc côn cầu trên băng ,冰球
148,лъэрычъ,ys-skaats,‫حذاء التزلج‬,каньках ,кънки,আইস স্কেইট ,klizaljka,el patí ,brusle,skøjteløb ,der Schlittschuh,το πατινάζ πάγου ,ice skate,ice skate,el patín,uisk,‫اسکیت یخ‬,luistin,le patin à glace,מחליקי קרח ,बर्फ स्केट ,klizaljka,korcsolya cipő,seluncur es,i pattini da ghiaccio,アイススケート ,ციგურაობა ,아이스 스케이트 ,pačiūžos ,ledus raja,уметничко лизгање ,बर्फ स्केट ,de schaats,skøyte,ਬਰਫ ਸਕੇਟ ,łyżwy,o patim de gelo,a patinação no gelo ,patină de gheață,конек,korčule ,drsalka,Rrëshqitje mbi akull ,клизаљка,skridsko,பனிச் சறுக்கு,మంచు స్కేట్ ,สเก็ตน้ำแข็ง,buz pateni,ковзан,‫برف میں پھسلنے والے جوتے‬ ,môn trượt băng ,溜冰鞋
149,пчы дзын,spiesgooi,‫مسابقة رمي الرمح‬,кіданні дзіды ,хвърляне на копие,বর্শা নিক্ষেপ ,bacanje koplja,el llançament de javelina ,vrh oštěpem,skydkast,der Speerwurf,ο ακοντισμός ,javelin throw,javelin throw,el lanzamiento de jabalina,odavise,‫پرتاب نیزه‬,keihäänheitto ,le lancer du javelot,הטלת כידון ,भाला फेंक ,bacanje koplja,gerelyhajítás,lempar lembing,il lancio del giavellotto,やり投げ ,შუბის ტყორცნა ,창던지기 ,ieties metimas,Šķēpmešana ,фрлање копје ,भालाफेक ,de speerworp,spydkast,ਜੈਵਲਿਨ ਥ੍ਰੋ ,rzut oszczepem,o lançamento do dardo,o lançamento de dardo ,aruncarea suliţei,метание копья,hod oštepom ,met kopja,Hedhje e shtizës ,бацање копља,spjutkast,ஈட்டி எறிதல்,జావెలిన్ త్రో ,พุ่งแหลน,cirit atma,метання списа,‫نیزہ بازی‬ ,môn ném lao ,标枪
150,хэушъыкIзэ чъэн,draf,‫الركض‬,бег ,джогинг,জগিং ,džoging,el fúting ,jogging,jogging,das Jogging,το αργό τρέξιμο ,jogging,jogging,el footing,sörkjooks ,‫دویدن‬,lenkkeily,le jogging,ריצה ,जॉगिंग ,džoging,kocogás,jogging,il jogging,ジョギング ,სირბილი ,조깅 ,bėgiojimas ,skriešanas ,џогирање ,दौड ,de jogging,jogging,ਜੌਗਿੰਗ ,jogging,o jogging,o jogging / o trote,jogging,бег трусцой,kondičný beh ,tek,Vrapim,џогинг,jogging,சீராக ஓடல்,జాగింగ్ ,วิ่งออกกำลังกาย,koşu ,біг,‫جوگنگ‬ ,môn đi bộ ,慢跑
151,лъэн/ пкIэн,sprong,‫القفزة‬,скачка ,скок,লাফ ,skok,el salt,skok,springet,der Sprung,το άλμα ,jump,jump,el salto,hüpe ,‫پرش‬,hyppy,le saut,קפיצה ,कूद ,skok,ugrás,melompat,il salto,ジャンプ ,ხტომა ,점프 ,šuolis ,lēciens ,скок ,उडी ,de sprong,hopp,ਛਾਲ ,skok,o salto,o salto,săritură,прыжок,skok,skok,Kërcimi ,скок,hopp,குதித்தல்,ఎగురుట ,กระโดด,atlama,стрибок,‫چھلانگ‬ ,cú nhảy ,跳
152,къуашъо,kajak,‫الكاياك‬,каяк ,каяк,ছোট সরু নৌকা ,kajak,el caiac,kajak,kajakken,der Kajak,το καγιάκ ,kayak,kayak,el kayak,süst ,‫قایق کایاک‬,kajakki,le kayak,קיאק ,कश्ती ,kajak,kajak,kayak,il kayak,カヤック ,კაიაკი ,카약 ,baidarė ,kajaks,кајак ,कातडी नाव ,de kajak,kajakk,ਕਿਸ਼ਤੀ ,kajak,o caiaque,o caiaque,caiac,байдарка,kajak,kajak,Kajaki,кајак,kajak,பனிக்கடற் படகு,పైభాగం కప్పు వేయబడిన చిన్న పడవ ,เรือคายัค,kayık ,каяк,‫کایاک‬ ,chiếc thuyền thoi (xuồng caiac) ,皮艇
153,лъакъокIэ еон,skop,‫الركل‬,ўдар ,ритник,লাথি ,udarac nogom,la puntada,kop,spark,der Tritt,το λάκτισμα ,kick,kick,la patada,samm,‫لگد‬,potku,le coup de pied,בעיטה ,लात ,udarac nogom,rúgás,tendangan,il calcio,キック ,დარტყმა ,차기 ,spyris,kick,удар ,लाथ ,de kick,spark,ਠੁੱਡਾ ,kopnięcie,o chuto,o chute,lovitură,удар ногой,kop,brca,Goditja,ударац ногом,spark,உதை,కాలితో తన్ను ,เตะ,tekme,удар ногою,‫لات / کک‬ ,cú đá ,开球
154,укъэзыухъумэрэ щыгъын,reddingsbaadjie,‫سترة سباحة واقية ‬,выратавальны камізэлька ,спасителна жилетка,লাইফ জ্যাকেট ,prsluk za spasavanje,l`armilla salvavides,plovací vesta,redningsvest,die Schwimmweste,το σωσίβιο-τζάκετ ,life jacket,life jacket,el chaleco salvavidas,päästevest ,‫جلیقه نجات‬,pelastusliivit,le gilet de sauvetage,חגורת הצלה ,लाइफ़ जैकेट ,prsluk za spašavanje,mentőmellény,baju pelampung,il giubbotto di salvataggio,ライフジャケット ,სამაშველო ჟილეტი ,구명 조끼 ,gelbėjimosi liemenė ,dzīvības jaka ,појас за спасување ,जीवरक्षक जाकेट ,het zwemvest,redningsvest,ਲਾਈਫ ਜੈਕੇਟ ,kamizelka ratunkowa,o colete salva-vidas,o colete salva-vidas,vestă de salvare,спасательный жилет,záchranná vesta ,rešilni jopič ,Xhaketë shpëtimi ,прслук за спасавање,flytväst,காப்புச்சட்டை,జీవితకవచము ,เสื้อชูชีพ,Can yeleği ,рятувальний жилет,‫تیرنے کی جیکٹ‬ ,áo phao ,救生衣
155,марафон чъэн,maraton,‫سباق الماراثون‬,марафон ,маратон,দূরপাল্লার দৌড় ,maraton,la marató ,maraton,marathon,der Marathonlauf,ο μαραθώνιος ,marathon,marathon,el maratón,maratonijooks,‫دو ماراتن‬,maraton,le marathon,מרתון ,मैराथन ,maraton,maraton,maraton,la maratona,マラソン ,მარათონი ,마라톤 ,maratonas,maratona,маратон ,मॅरेथॉन ,de marathon,maraton,ਮੈਰਾਥਨ ,maraton,a maratona,a maratona,maraton,марафонский бег,maratónsky beh ,maraton,Maratona,маратон,maraton,நெடுந்தூர ஓட்டப்போட்டி,మారథాన్ ,การวิ่งมาราธอน,maraton,марафонський біг,‫میراتھن‬ ,cuộc chạy đua maratông ,马拉松
156,зэон-бэнэн къулайныгъ,oosterse vegkuns,‫فنون الدفاع عن النفس‬,баявыя мастацтва ,бойни изкуства,মার্শাল আর্ট ,borilačke vještine,les arts marcials,bojové umění,kampsport,der Kampfsport,οι πολεμικές τέχνες ,martial arts,martial arts,las artes marciales,võitluskunstid ,‫ورزش های رزمی‬,taistelulajit,les arts martiaux,אומנויות לחימה ,मार्शल आर्ट ,borilačke vještine,harci művészet,seni bela diri,le arti marziali,武術 ,საბრძოლო ხელოვნება ,무술 ,kovos menai,cīņas mākslas ,боречки вештини ,मार्शल आर्ट्स ,de vechtsport,kampsport,ਮਾਰਸ਼ਲ ਆਰਟ ,sztuki walki,as artes marciais,as artes marciais,arte marțiale,боевые искусства,bojové umenie ,borilne veščine ,Artet marciale,борилачке вештине,kampsport,தற்காப்புக் கலை,యుద్ధ కళలు ,ศิลปะการต่อสู้,dövüş sanatları ,бойові мистецтва,‫مارشل آرٹ‬ ,võ thuật ,武术
157,гольф-кIэкI,mini-gholf,‫لعبة غولف مصغرة‬,міні-гольф ,миниголф,মিনি গলফ ,mini-golf,el minigolf,minigolf,mini golf,das Minigolf,το μίνι γκολφ ,mini golf,mini golf,el mini-golf,minigolf,‫مینی گلف‬,minigolf,le mini-golf,מיני גולף ,मिनी गोल्फ ,mini-golf,mini golf,golf mini,il mini golf,ミニゴルフ ,მინი გოლფი ,미니 골프 ,mini golfas,mini golfs,мини голф ,मिनी गोल्फ ,de mini-golf,minigolf,ਮਿੰਨੀ ਗੌਲਫ ,mini golf,o minigolfe,o mini-golfe,minigolf,мини-гольф,minigolf,mini golf,Mini-golfi,мини-голф,minigolf,சிறிய குழிப்பந்தாட்டம்,మినీ గోల్ఫ్ ,มินิกอล์ฟ,mini golf,міні-гольф,‫منی گالف‬ ,sân golf mini ,迷你高尔夫球场
158,хъыеныгъ,momentum,‫الدفعة‬,імпульс ,движение,ভরবেগ ,zamah,l`impuls,hybnost,fremdriften,der Schwung,η ορμή ,momentum,momentum,el impulso,hoog,‫ شتاب‬,vauhtia,l`élan,מומנטום ,गति ,zamah,lendület,momentum,lo slancio,運動量 ,ინერცია ,운동량 ,judesys,impulss,моментум ,गती ,het stuwkracht,kraft,ਗਤੀ ,pęd,o impulso,o impulso,impuls,взмах,švih ,zamah,Momenti,замах,kraft,உத்வேகம்,చాలనవేగము ,โมเมนตัม,ivme,помах,‫دھکا‬ ,đà xung lượng ,跳跃
